Text,Polarity ,
"দিনের অনেক খারাপ সংবাদ পড়ার পর  
মন টা খারাপ হয়ে গেছিলো
কিন্তু মাশরাফি ভাই এর করোনার নেগেটিভ শুনে মনটা আবার ভালো হয়ে গেছে",Positive,
কোন দিক দিয়ে রাইট ভাই🚫 পরের পাছায় তেল মারতে তো ভালোই পারেন,Negative,
আল্লাহ আপনাকে জ্ঞান দান করুক। 🙏,Positive,
"যারাই আক্রান্ত হয়েছে, সবাই কমপক্ষে ২ বার করেছে।",Neutral,
দায়িত্বজ্ঞানহীন মন্তব্য না করাই ভালো।,Negative,
আজাইরা কথা বলা বন্ধ করুন। বিবেক এবং জ্ঞান নিয়ে পথ চলবেন। ,Negative,
কয়েকদিন আগে করাইলে যে রিজেন্ট হাসপাতাল থেকে করাতো তার কি কোন নিশ্চয়তা আছে?,Neutral,
"আল্লাহতালা সহায় হোন,ভাবীর দ্রুত পরিপূর্ণ সুস্থতা কামনা করি। ",Positive,
আবার মাঠে ময়দানে ফিরে এসে সমাজসেবা করবেন এই কামনা করি।,Positive,
"একদিকে করোনা নিয়ে রমরমা ব্যবসা,,আরেক দিকে উরাধুরা বিয়ে  করছে ",Negative,
"পজেটিভ হলে বাংলাদেশ ঠিক রিপোর্ট দিছে..
আর নেগেটিভ হলে বাংলাদেশ ভুল হয়ে গেল?",Neutral,
ভাবী ও ঠিক হয়ে যাবে ভাই..চিন্তা করবেন না..!,Positive,
"বস, আপনারা ছেলে মেয়েদের কথা বললেন না, তারা কেমন আছে....?????",Neutral,
আপনার করোনা টেস্ট রেজাল্ট নেগেটিভ শুনে খুব ভালো লাগছে। ,Positive,
ম্যামের জন্য প্রার্থনা করছি যেন উনিও জলদি সুস্থ হয়ে উঠেন।,Positive,
"আপনার, আপনার সহধর্মী‌নি ও পু‌ত্রের জন্য রই‌লো অফুরন্ত দোয়া।",Positive,
ঈশ্বরের অসীম কৃপা যে আপনি ও আপনার পরিবার সুস্থ হয়ে উঠেছেন।,Positive,
 প্রার্থনা করি যেন সব সময়ই সুস্থ থাকবেন🙏🙏🙏🙏,Positive,
মানুষের জন্য কাজ করার তৌফিক দান করুক,Positive,
"অনেক রিলিফ লাগছে, ইনশাআল্লাহ সুমি ও সুস্থ হয়ে উঠবে।",Positive,
খবরটা শুনে অনেক খুশি হলাম আল্লাহ তায়াল যেন ভাবীকে সুস্থ করে দেয়,Positive,
"এবার রিজেন্ট হাসপাতালে চেক করিয়ে মিলিয়ে নিন, আপনার রিপোর্ট ঠিক আছে কি-না!?",Neutral,
সততা থেকে কখনো দূরে যাবেন না ।,Positive,
"কালো মেঘ আপনাকে ঘিরে ফেলতে চাইবে,টলবেন না।",Neutral,
মনে রাখবেন বাইরে সূর্যের আলোয় ঘিরে রয়েছে।,Positive,
আলহামদুলিল্লাহ। খবরটা জেনে যার পর নাই খুশী হলাম ভাই। ,Positive,
দোয়া করি আপনি সপরিবারে ভালো থাকেন এবং সুস্থ থাকেন।,Positive,
এই খবরটা শোনার অপেক্ষায় ছিলাম।সাবধানে থাকবেন।,Positive,
